sentence,label,severity
A small drop in output level would be nice,TOO_LOUD,0.22
The volume needs to come down just slightly,TOO_LOUD,0.24
Slightly too much output for comfortable listening,TOO_LOUD,0.26
It is a little bit too loud in volume,TOO_LOUD,0.2
Slightly too much output volume for me,TOO_LOUD,0.25
Just a touch too much amplification,TOO_LOUD,0.15
The output is a bit too strong for me right now,TOO_LOUD,0.3
I would like the volume turned down just a notch,TOO_LOUD,0.28
The sound level is mildly above what I need,TOO_LOUD,0.22
The volume is noticeably too high for me,TOO_LOUD,0.45
Please lower the volume a bit,TOO_LOUD,0.35
The output level needs to come down,TOO_LOUD,0.4
I need to reduce the output volume,TOO_LOUD,0.38
The amplification is more than I need,TOO_LOUD,0.35
Turn down the volume please,TOO_LOUD,0.42
The sound is too loud for comfortable listening,TOO_LOUD,0.5
Lower the output level please,TOO_LOUD,0.4
The volume is louder than I want it,TOO_LOUD,0.45
Can you reduce the amplification,TOO_LOUD,0.35
The output is too strong for this quiet room,TOO_LOUD,0.5
The gain is set a bit too high,TOO_LOUD,0.38
I would like less volume please,TOO_LOUD,0.32
The sound pressure is noticeably too much,TOO_LOUD,0.48
Please bring the volume down a notch,TOO_LOUD,0.35
The overall level is a bit much for me,TOO_LOUD,0.4
Too much amplification for this situation,TOO_LOUD,0.44
The volume is uncomfortably high right now,TOO_LOUD,0.52
Reduce the output gain please,TOO_LOUD,0.36
The sound level is pushing past comfortable,TOO_LOUD,0.5
Please lower the volume,TOO_LOUD,0.4
The overall volume is too high,TOO_LOUD,0.55
The audio output is blasting,TOO_LOUD,0.6
Even soft sounds are amplified too much,TOO_LOUD,0.5
I need to reduce the output volume now,TOO_LOUD,0.48
Lower the output volume please,TOO_LOUD,0.45
Too much gain in the output,TOO_LOUD,0.55
The amplifier output is too strong,TOO_LOUD,0.58
Reduce the output gain significantly,TOO_LOUD,0.6
The volume level is uncomfortable,TOO_LOUD,0.55
The amplification is too aggressive,TOO_LOUD,0.58
I feel overwhelmed by the output level,TOO_LOUD,0.6
Turn down the output please,TOO_LOUD,0.5
The sound is far too loud for me,TOO_LOUD,0.62
Everything is amplified more than I need,TOO_LOUD,0.48
The output volume is causing me strain,TOO_LOUD,0.55
I need the volume reduced right away,TOO_LOUD,0.5
The overall volume is much too high,TOO_LOUD,0.7
The amplification level is way too high,TOO_LOUD,0.75
The gain is set far too high,TOO_LOUD,0.78
The output is overpowering and overwhelming,TOO_LOUD,0.72
Please reduce the volume significantly,TOO_LOUD,0.68
The volume is so loud I cannot think straight,TOO_LOUD,0.78
The loudness is causing me significant discomfort,TOO_LOUD,0.8
I cannot stand how loud the output is,TOO_LOUD,0.82
The volume is far too intense and painful,TOO_LOUD,0.8
My ears are hurting from the volume right now,TOO_LOUD,0.82
The amplification is much too loud to tolerate,TOO_LOUD,0.78
The output is far too loud and needs to come down now,TOO_LOUD,0.75
The volume is making me want to remove my hearing aid,TOO_LOUD,0.8
The gain is set dangerously high right now,TOO_LOUD,0.82
Every sound is amplified to an uncomfortable degree,TOO_LOUD,0.7
The output level is far beyond what I can handle,TOO_LOUD,0.8
The sound is blasting painfully into my ears,TOO_LOUD,0.83
The volume is causing real distress right now,TOO_LOUD,0.78
The amplification is so high it is hurting me,TOO_LOUD,0.85
Please turn the volume down urgently,TOO_LOUD,0.75
The output is deafeningly loud right now,TOO_LOUD,0.85
The sound level is dangerously high for my ears,TOO_LOUD,0.8
I need to remove my hearing aid the volume is too high,TOO_LOUD,0.78
The loudness is becoming unbearable right now,TOO_LOUD,0.83
The volume is completely overwhelming my hearing,TOO_LOUD,0.8
My ears are ringing from the excessive volume,TOO_LOUD,0.9
The output volume is dangerously high right now,TOO_LOUD,0.92
The amplification is so high it is damaging my hearing,TOO_LOUD,0.95
The volume is completely unbearable right now,TOO_LOUD,0.9
The volume is excruciatingly and unbearably loud,TOO_LOUD,1.0
The output is so painfully loud I cannot function,TOO_LOUD,1.0
The amplification is agonizingly deafening right now,TOO_LOUD,1.0
The volume is absolutely destroying my ears,TOO_LOUD,1.0
The amplification is extremely and unbearably high,TOO_LOUD,1.0
The volume is painfully high,TOO_LOUD,1.0
The output volume is excruciatingly and unbearably loud,TOO_LOUD,1.0
The sound is blasting at a completely unbearable level,TOO_LOUD,0.95
My ears are in pain from the excessive output volume,TOO_LOUD,0.92
The volume is so extreme I cannot tolerate it at all,TOO_LOUD,0.95
The sound level is excruciatingly painful right now,TOO_LOUD,0.95
I cannot bear how loud the output is right now,TOO_LOUD,0.9
The volume is making my ears ring intensely,TOO_LOUD,0.88
The gain is so high it is causing me physical pain,TOO_LOUD,0.92
The loudness is at an agonizing level right now,TOO_LOUD,0.95
This is the most unbearably loud output I have experienced,TOO_LOUD,1.0
I can barely detect any sound,TOO_QUIET,0.8
The output volume is too low,TOO_QUIET,0.65
Everything sounds very faint and distant,TOO_QUIET,0.7
I need more output volume,TOO_QUIET,0.65
People sound like they are whispering from far away,TOO_QUIET,0.7
I can hardly detect any sounds at all,TOO_QUIET,0.85
The audio output is too soft,TOO_QUIET,0.6
Please boost the volume,TOO_QUIET,0.65
I am straining to detect any sound,TOO_QUIET,0.75
All sounds feel very faint and distant,TOO_QUIET,0.7
The output level is insufficient,TOO_QUIET,0.65
I miss sounds because they are too faint,TOO_QUIET,0.75
Everything is muted and inaudible,TOO_QUIET,0.8
Can you boost the output volume a little,TOO_QUIET,0.3
It is just slightly too low in volume,TOO_QUIET,0.15
I wish the output was a tiny bit louder,TOO_QUIET,0.2
A small volume boost would be nice,TOO_QUIET,0.2
I cannot detect the television audio at all,TOO_QUIET,0.9
I hear absolutely nothing from the output,TOO_QUIET,1.0
The sound is completely inaudible to me,TOO_QUIET,1.0
Raise the output gain significantly,TOO_QUIET,0.75
More output amplification is needed,TOO_QUIET,0.65
I need the output to be much louder,TOO_QUIET,0.8
I can only barely detect faint sounds,TOO_QUIET,0.85
The amplification is not nearly enough,TOO_QUIET,0.7
The volume is ever so slightly below ideal,TOO_QUIET,0.05
Just the tiniest bit more volume would be perfect,TOO_QUIET,0.08
Barely noticeable but the output is a hair too soft,TOO_QUIET,0.1
I cannot detect even the faintest sound whatsoever,TOO_QUIET,1.0
The output stream has dropped down to absolute zero sound,TOO_QUIET,1.0
The signal is so faint it does not register at all,TOO_QUIET,0.95
I am straining my ears to the limit and hearing nothing,TOO_QUIET,0.9
The level is completely buried below human threshold,TOO_QUIET,0.85
The amplification is completely dead on this channel,TOO_QUIET,0.8
The sound is thoroughly muted and lacks any presence,TOO_QUIET,0.75
A minor boost in master volume would help significantly,TOO_QUIET,0.22
The current volume level is tracking a bit low for me,TOO_QUIET,0.25
The volume setting is hovering just under usable ranges,TOO_QUIET,0.35
Everything feels heavily dampened and thoroughly quiet,TOO_QUIET,0.6
The speaker sounds like they are speaking miles away,TOO_QUIET,0.7
The audio output has almost completely faded out here,TOO_QUIET,0.8
Please crank up the master gain as much as possible,TOO_QUIET,0.7
The sound pressure level is thoroughly inadequate now,TOO_QUIET,0.65
A marginal increase in amplification would be wonderful,TOO_QUIET,0.12
The gain scale is set way too low along the line,TOO_QUIET,0.55
I can barely verify that the audio is actually playing,TOO_QUIET,0.75
The signal is entirely swallowed by the low gain setting,TOO_QUIET,0.8
This level of volume is completely useless for tracking,TOO_QUIET,0.85
The sound is tracking at an exceptionally low tier today,TOO_QUIET,0.7
I notice the audio level is a tiny bit soft over here,TOO_QUIET,0.18
Please boost the output gain significantly right away,TOO_QUIET,0.75
The channel is completely quiet and lacks all level,TOO_QUIET,0.8
The acoustic presence is thoroughly faint and dead now,TOO_QUIET,0.75
A small adjustment upward in volume would be ideal,TOO_QUIET,0.15
The audio output is tracking at a microscopic level,TOO_QUIET,0.85
I can hardly perceive any acoustic energy whatsoever,TOO_QUIET,0.9
The speaker is completely drowned out due to low volume,TOO_QUIET,0.8
The signal level is incredibly weak and hard to parse,TOO_QUIET,0.65
Everything sounds entirely muted and heavily repressed,TOO_QUIET,0.7
The volume is tracking at a completely inadequate setting,TOO_QUIET,0.75
I am struggling intensely to catch any sound tokens,TOO_QUIET,0.8
Please apply a heavy amount of gain to this track,TOO_QUIET,0.65
The audio output is completely buried in the quiet zone,TOO_QUIET,0.85
A very marginal lack of volume is tracking on line,TOO_QUIET,0.08
The sound is tracking at an extremely faint threshold,TOO_QUIET,0.8
I notice the gain level is completely bottomed out,TOO_QUIET,0.9
The volume level is thoroughly insufficient for my work,TOO_QUIET,0.7
Please step up the output amplification significantly,TOO_QUIET,0.75
The acoustic path is completely quiet and empty here,TOO_QUIET,0.85
A tiny boost in master gain would make this readable,TOO_QUIET,0.14
The sound output is exceptionally soft and completely dead,TOO_QUIET,0.8
I perceive a highly inadequate level of audio volume,TOO_QUIET,0.65
The conversation sounds completely distant and faint today,TOO_QUIET,0.7
Everything is tracking under the comfortable listening floor,TOO_QUIET,0.75
I am straining heavily to parse any acoustic detail,TOO_QUIET,0.8
Please scale up the master gain level immediately now,TOO_QUIET,0.7
The volume level is completely and utterly non-existent,TOO_QUIET,1.0
The signal is so soft it does not register at all,TOO_QUIET,0.95
The amplification is completely dead on this entire channel,TOO_QUIET,0.8
A minor boost in output gain would help significantly today,TOO_QUIET,0.22
The speaker sounds like they are talking miles away from us,TOO_QUIET,0.7
The sound pressure level is thoroughly inadequate right now,TOO_QUIET,0.65
This level of volume is completely useless for conversation,TOO_QUIET,0.85
Please boost the output level significantly right away now,TOO_QUIET,0.75
The channel is completely silent and lacks all level now,TOO_QUIET,0.8
A small adjustment upward in total gain would be ideal now,TOO_QUIET,0.15
I can hardly perceive any acoustic tracking whatsoever now,TOO_QUIET,0.9
Everything sounds entirely muted and heavily dampened,TOO_QUIET,0.7
I am struggling intensely to catch any spoken sound tokens,TOO_QUIET,0.8
The audio output is completely buried in the low gain zone,TOO_QUIET,0.85
A very marginal lack of volume is tracking on this device,TOO_QUIET,0.08
The sound is tracking at an extremely faint level,TOO_QUIET,0.8
I notice the gain level is completely bottomed out today,TOO_QUIET,0.9
Please step up the output volume factor significantly now,TOO_QUIET,0.75
The acoustic path is completely quiet and empty over line,TOO_QUIET,0.85
I perceive a highly inadequate scale of audio volume here,TOO_QUIET,0.65
The conversation sounds completely distant and faint here,TOO_QUIET,0.7
I am straining heavily to parse any verbal acoustic detail,TOO_QUIET,0.8
Please scale up the master volume tier immediately now,TOO_QUIET,0.7
The volume level is completely and utterly dead over line,TOO_QUIET,1.0
There is perhaps a very faint trace of shrillness,TOO_SHARP,0.05
Just the slightest hint of unwanted treble brightness,TOO_SHARP,0.08
A barely perceptible tinny quality to the sound,TOO_SHARP,0.1
I can detect a very faint edge to the high frequencies,TOO_SHARP,0.06
There is a microscopic trace of shrillness if I listen,TOO_SHARP,0.04
A very subtle brightness in the treble range,TOO_SHARP,0.1
There is a barely noticeable tinny quality,TOO_SHARP,0.08
Just a hint of unwanted brightness in the sound,TOO_SHARP,0.12
A very slight shrill edge to high pitched sounds,TOO_SHARP,0.14
The treble is a touch too bright if I listen carefully,TOO_SHARP,0.12
It sounds a bit too shrill and tinny,TOO_SHARP,0.25
Slightly too much treble brightness for my taste,TOO_SHARP,0.2
Just a touch too shrill and sibilant,TOO_SHARP,0.2
Audio has a slightly tinny shrill quality,TOO_SHARP,0.25
The high treble end is a tad too bright,TOO_SHARP,0.2
The sound has a mildly tinny character,TOO_SHARP,0.22
There is a bit too much brightness in the upper range,TOO_SHARP,0.28
Voices have a slightly metallic quality,TOO_SHARP,0.24
The treble is a little too crisp and edgy,TOO_SHARP,0.26
High frequency sounds are a bit too prominent,TOO_SHARP,0.3
A minor attenuation of the treble would help,TOO_SHARP,0.22
The treble balance is tracking slightly too bright,TOO_SHARP,0.25
Sibilant sounds are a bit too prominent right now,TOO_SHARP,0.28
The s sounds in speech feel slightly too sharp,TOO_SHARP,0.3
There is a mild metallic edge to the voices,TOO_SHARP,0.26
The high frequencies are a bit grating,TOO_SHARP,0.32
A small reduction in treble would make this comfortable,TOO_SHARP,0.2
The sound has a slightly edgy quality in the upper range,TOO_SHARP,0.28
High pitched sounds are a touch too intense,TOO_SHARP,0.3
There is mild shrillness on consonant sounds,TOO_SHARP,0.32
Certain high frequency sounds feel prickly,TOO_SHARP,0.55
The treble is too sharp and tinny,TOO_SHARP,0.65
High frequency treble is too harsh,TOO_SHARP,0.7
The treble is way too bright and shrill,TOO_SHARP,0.65
The treble has a harsh metallic quality,TOO_SHARP,0.6
Voices sound robotic with harsh sibilants,TOO_SHARP,0.62
Everything is too bright and treble-heavy,TOO_SHARP,0.65
Too much brightness and shrillness in the treble,TOO_SHARP,0.6
Reduce the treble harshness please,TOO_SHARP,0.58
Too much emphasis on shrill high treble frequencies,TOO_SHARP,0.62
Sounds are edgy and shrill,TOO_SHARP,0.6
The treble is noticeably too bright and harsh,TOO_SHARP,0.58
High frequency sounds are grating and unpleasant,TOO_SHARP,0.6
The s sounds in speech are really bothering me,TOO_SHARP,0.55
Voices have a harsh metallic tone to them,TOO_SHARP,0.6
The sound is quite shrill and difficult to listen to,TOO_SHARP,0.55
There is too much treble and it sounds harsh,TOO_SHARP,0.62
High pitched voices sound particularly shrill,TOO_SHARP,0.58
The treble quality is far too bright for my liking,TOO_SHARP,0.55
Sibilant consonants like s and t sounds are too harsh,TOO_SHARP,0.6
The brightness of the treble is bothering me,TOO_SHARP,0.52
Everything sounds uncomfortably shrill right now,TOO_SHARP,0.62
The high frequency response is too aggressive,TOO_SHARP,0.58
There is an unpleasant metallic edge to all the sounds,TOO_SHARP,0.6
The treble is harsh and grating on my ears,TOO_SHARP,0.65
High pitched treble frequencies really bother me,TOO_SHARP,0.75
Everything sounds piercing and shrill,TOO_SHARP,0.8
The treble quality is harsh and aggressive,TOO_SHARP,0.78
The treble shrillness is giving me a headache,TOO_SHARP,0.82
The sibilant s sounds in speech are shrill and painful,TOO_SHARP,0.78
Treble frequencies are very piercing right now,TOO_SHARP,0.8
It sounds shrill like nails on a chalkboard,TOO_SHARP,0.85
The treble is intensely shrill and hard to tolerate,TOO_SHARP,0.8
High frequency sounds are causing me discomfort,TOO_SHARP,0.75
The shrillness in the treble is becoming painful,TOO_SHARP,0.78
Every consonant has an intensely harsh edge to it,TOO_SHARP,0.8
The brightness of the treble is genuinely painful,TOO_SHARP,0.82
Sibilant sounds are cutting through very harshly,TOO_SHARP,0.78
The sound is intensely shrill and very uncomfortable,TOO_SHARP,0.8
The treble is far too harsh and is hurting my ears,TOO_SHARP,0.83
High pitched sounds are unbearably shrill right now,TOO_SHARP,0.82
The metallic shrill quality is very hard to bear,TOO_SHARP,0.78
Every sharp consonant is piercing my ears right now,TOO_SHARP,0.8
The treble brightness is causing serious discomfort,TOO_SHARP,0.78
The shrill quality of the sound is making me wince,TOO_SHARP,0.82
Cymbals and sibilant sounds are unbearable,TOO_SHARP,0.88
The sibilant treble frequencies are extremely painful,TOO_SHARP,1.0
The sibilant treble shrillness is absolutely agonising,TOO_SHARP,1.0
The treble is so shrill it is causing me real pain,TOO_SHARP,0.92
The piercing shrillness in the treble is unbearable,TOO_SHARP,0.95
High frequency sounds are agonizingly painful right now,TOO_SHARP,0.95
The shrillness is so intense I cannot tolerate it at all,TOO_SHARP,0.95
Every high pitched sound feels like it is stabbing my ear,TOO_SHARP,0.92
The harsh treble is causing me excruciating discomfort,TOO_SHARP,0.95
The sibilants are so sharp and painful I cannot listen,TOO_SHARP,0.9
The treble is excruciatingly shrill and completely painful,TOO_SHARP,1.0
The harsh brightness is at an agonizing level,TOO_SHARP,0.95
Every consonant sounds like a sharp spike through my ear,TOO_SHARP,0.9
The shrillness is absolutely agonizing and unbearable,TOO_SHARP,1.0
The treble harshness is causing me severe ear pain,TOO_SHARP,0.92
This sounds great,BALANCED,0.0
I am happy with how it sounds now,BALANCED,0.0
The audio quality is excellent,BALANCED,0.0
Everything sounds clear and well balanced,BALANCED,0.0
I can hear speech perfectly,BALANCED,0.0
This is exactly the right setting,BALANCED,0.0
Much better now thank you,BALANCED,0.0
The sound is very natural and comfortable,BALANCED,0.0
I am comfortable with this setting,BALANCED,0.0
Keep it just like this please,BALANCED,0.0
Sounds fine and natural to me,BALANCED,0.0
I like how this sounds,BALANCED,0.0
The balance feels just right,BALANCED,0.0
No complaints at all,BALANCED,0.0
This is very comfortable,BALANCED,0.0
Everything is working perfectly well,BALANCED,0.0
Perfect volume and clarity,BALANCED,0.0
The audio is well tuned and natural,BALANCED,0.0
I can follow conversations without any effort,BALANCED,0.0
Speech is perfectly intelligible and natural,BALANCED,0.0
The noise reduction is working nicely,BALANCED,0.0
Sounds are clear without being harsh or shrill,BALANCED,0.0
I am completely satisfied with the current settings,BALANCED,0.0
This is very good indeed,BALANCED,0.0
I feel perfectly comfortable with what I am hearing,BALANCED,0.0
This sounds much better now,BALANCED,0.0
I can hear clearly again,BALANCED,0.0
That is perfect thank you,BALANCED,0.0
Yes this is exactly what I wanted,BALANCED,0.0
Everything sounds natural now,BALANCED,0.0
I am happy with this,BALANCED,0.0
Yes that is much better,BALANCED,0.0
That feels right now,BALANCED,0.0
I can hear everything clearly,BALANCED,0.0
This is comfortable now,BALANCED,0.0
Sounds good to me,BALANCED,0.0
Much better thank you,BALANCED,0.0
I can follow the conversation now,BALANCED,0.0
This setting is perfect for me,BALANCED,0.0
I am satisfied now,BALANCED,0.0
Yes this is right,BALANCED,0.0
That sounds natural now,BALANCED,0.0
I can hear everyone clearly now,BALANCED,0.0
This is much more comfortable,BALANCED,0.0
The sound feels natural and not too bright or too dull,BALANCED,0.0
I can hear without any strain now,BALANCED,0.0
Everything is clear and I have no complaints,BALANCED,0.0
This works well for me,BALANCED,0.0
I like how natural this sounds,BALANCED,0.0
The sound is pleasant and clear,BALANCED,0.0
I can hear voices clearly without any distortion,BALANCED,0.0
This is comfortable and I can follow conversations easily,BALANCED,0.0
Much better I can hear clearly now,BALANCED,0.0
The sound is smooth and easy to listen to,BALANCED,0.0
I have no issues with the sound right now,BALANCED,0.0
This feels about right,BALANCED,0.0
The setting seems good to me,BALANCED,0.0
I can hear well and I am comfortable,BALANCED,0.0
Everything sounds nice and clear,BALANCED,0.0
This is working well,BALANCED,0.0
I can follow speech easily now,BALANCED,0.0
The sound is pleasant,BALANCED,0.0
I am not struggling to hear anymore,BALANCED,0.0
This sounds very natural and I like it,BALANCED,0.0
I can hear everything without effort now,BALANCED,0.0
That sounds right to me,BALANCED,0.0
I am happy with the sound now,BALANCED,0.0
This is exactly what I needed,BALANCED,0.0
Everything is clear and I can follow what people say,BALANCED,0.0
I feel good about this setting,BALANCED,0.0
Sounds very comfortable now,BALANCED,0.0
This is a comfortable level for me,BALANCED,0.0
I can hear people speaking normally now,BALANCED,0.0
The sound feels balanced and natural,BALANCED,0.0
I can hear without any problem now,BALANCED,0.0
This is the right level for me,BALANCED,0.0
I am satisfied with the sound,BALANCED,0.0
Everything sounds comfortable and clear,BALANCED,0.0
The sound is clear without being harsh,BALANCED,0.0
I can follow speech without straining,BALANCED,0.0
This sounds just right,BALANCED,0.0
I am happy with how clear everything sounds,BALANCED,0.0
This is a good setting,BALANCED,0.0
I can hear without any discomfort now,BALANCED,0.0
The sound is very pleasant to listen to,BALANCED,0.0
I can understand speech easily now,BALANCED,0.0
This feels comfortable and natural,BALANCED,0.0
Much better I have no complaints now,BALANCED,0.0
The sound is clear and I am comfortable,BALANCED,0.0
I can hear perfectly now thank you,BALANCED,0.0
Yes this sounds much better,BALANCED,0.0
I like this setting it sounds natural,BALANCED,0.0
The sound is very comfortable now,BALANCED,0.0
I am satisfied and can hear clearly,BALANCED,0.0
This is perfect now,BALANCED,0.0
Everything sounds fine now,BALANCED,0.0
I can hear all the speech clearly,BALANCED,0.0
The setting is comfortable for me,BALANCED,0.0
I have no complaints about the sound,BALANCED,0.0
This is working perfectly,BALANCED,0.0
The sound is very clear and natural now,BALANCED,0.0
I can follow people without asking them to repeat,BALANCED,0.0
Everything sounds right to me,BALANCED,0.0
I am comfortable and can hear well,BALANCED,0.0
This is very clear and I like it,BALANCED,0.0
The sound is good and I have no issues,BALANCED,0.0
I can hear everything I need to hear,BALANCED,0.0
This sounds natural and I am happy,BALANCED,0.0
The setting feels right for this environment,BALANCED,0.0
I can hear people speaking comfortably,BALANCED,0.0
Sounds clear and comfortable to me,BALANCED,0.0
I am satisfied with this,BALANCED,0.0
This is a comfortable and clear sound,BALANCED,0.0
I can hear without any difficulty now,BALANCED,0.0
The sound quality is good now,BALANCED,0.0
I feel good about what I am hearing,BALANCED,0.0
This is a nice clear sound,BALANCED,0.0
I can follow conversations with no trouble,BALANCED,0.0
The sound is clear and not bothersome at all,BALANCED,0.0
I am pleased with how this sounds,BALANCED,0.0
This is comfortable for me thank you,BALANCED,0.0
Everything sounds the way I want it to,BALANCED,0.0
I can hear speech clearly without any harshness,BALANCED,0.0
The sound feels just right for me,BALANCED,0.0
I am happy and can hear clearly,BALANCED,0.0
The output is slightly above my preferred level,TOO_LOUD,0.09
Just a marginal excess in the volume right now,TOO_LOUD,0.06
The volume is imperceptibly louder than ideal,TOO_LOUD,0.05
I would prefer the volume a fraction lower,TOO_LOUD,0.18
The output is a touch too strong for me,TOO_LOUD,0.22
Could you bring the volume down slightly,TOO_LOUD,0.24
The sound level is slightly above comfortable,TOO_LOUD,0.28
A small reduction in output level would help me,TOO_LOUD,0.2
The amplification is a bit more than I need,TOO_LOUD,0.26
The volume is slightly louder than I like,TOO_LOUD,0.22
I would like the output turned down a little,TOO_LOUD,0.2
The sound is a shade too loud for my liking,TOO_LOUD,0.24
Can you lower the output level slightly please,TOO_LOUD,0.18
The volume feels a little high for this room,TOO_LOUD,0.3
A minor drop in volume would be better for me,TOO_LOUD,0.22
The output is noticeably louder than I want,TOO_LOUD,0.48
The volume is too high and needs reducing,TOO_LOUD,0.52
I am finding the volume too loud right now,TOO_LOUD,0.45
Please reduce the output level for me,TOO_LOUD,0.42
The sound is uncomfortably loud in this setting,TOO_LOUD,0.55
The amplification needs to come down,TOO_LOUD,0.5
I need the output reduced please,TOO_LOUD,0.45
The volume is pushing past what I can tolerate,TOO_LOUD,0.58
This level of output is too much for me,TOO_LOUD,0.52
Can you make it a bit quieter please,TOO_LOUD,0.38
The output is stronger than I need it to be,TOO_LOUD,0.42
The volume is making sounds feel overwhelming,TOO_LOUD,0.58
I need the volume brought down now,TOO_LOUD,0.48
The gain is too high for comfortable listening,TOO_LOUD,0.55
The output is far too strong for this situation,TOO_LOUD,0.6
The volume level is very uncomfortable right now,TOO_LOUD,0.68
The output is excessively loud and uncomfortable,TOO_LOUD,0.72
I am really struggling with how loud this is,TOO_LOUD,0.7
The amplification is painfully excessive right now,TOO_LOUD,0.75
The volume is hurting my ears right now,TOO_LOUD,0.78
The output is way too strong and uncomfortable,TOO_LOUD,0.72
The loudness is causing me real problems,TOO_LOUD,0.7
This is much too loud for comfortable listening,TOO_LOUD,0.68
The output level is painfully high right now,TOO_LOUD,0.78
The amplification is far beyond comfortable,TOO_LOUD,0.75
The volume is at a level that causes discomfort,TOO_LOUD,0.7
I cannot tolerate how loud the output is,TOO_LOUD,0.78
The sound level is causing serious discomfort,TOO_LOUD,0.8
The output is blasting and painful right now,TOO_LOUD,0.82
The loudness level is intolerable right now,TOO_LOUD,0.8
The volume is at a painful and unbearable level,TOO_LOUD,0.9
My ears are throbbing from the excessive volume,TOO_LOUD,0.88
The output is deafening and completely unbearable,TOO_LOUD,0.92
The amplification is agonizingly loud right now,TOO_LOUD,0.9
The volume is so extreme it is physically painful,TOO_LOUD,0.92
I cannot bear this level of loudness at all,TOO_LOUD,0.88
The output is at an agonizing and unbearable level,TOO_LOUD,0.95
The loudness is completely destroying my comfort,TOO_LOUD,0.9
The volume is causing me severe ear pain,TOO_LOUD,0.92
The amplification is so high it is completely unbearable,TOO_LOUD,0.95
The output is excruciatingly loud and painful,TOO_LOUD,0.95
The volume is at an absolutely agonizing level,TOO_LOUD,1.0
The output is completely and utterly unbearable,TOO_LOUD,0.95
The loudness is at a devastatingly painful level,TOO_LOUD,1.0
The sound is just a fraction below my ideal level,TOO_QUIET,0.06
A microscopic boost in volume would be perfect,TOO_QUIET,0.05
The output is imperceptibly softer than ideal,TOO_QUIET,0.07
Just the slightest increase in volume would help,TOO_QUIET,0.09
The volume is barely below what I need,TOO_QUIET,0.1
The output could be a little stronger please,TOO_QUIET,0.18
I would like the volume raised slightly,TOO_QUIET,0.2
The sound is a bit soft for me right now,TOO_QUIET,0.22
Could you increase the output level a little,TOO_QUIET,0.2
The volume is slightly below comfortable for me,TOO_QUIET,0.25
A small boost in output would be welcome,TOO_QUIET,0.18
The amplification is a touch low for my needs,TOO_QUIET,0.22
I would like a little more volume please,TOO_QUIET,0.2
The sound could be a bit louder for me,TOO_QUIET,0.25
Can you turn the volume up slightly please,TOO_QUIET,0.18
The output is a little lower than I prefer,TOO_QUIET,0.22
I need just a touch more volume,TOO_QUIET,0.2
The sound level is mildly insufficient for me,TOO_QUIET,0.28
A minor increase in output would be helpful,TOO_QUIET,0.22
The volume feels slightly low for this environment,TOO_QUIET,0.3
The volume is noticeably too low for me,TOO_QUIET,0.45
I need the output level raised please,TOO_QUIET,0.48
The sound is too quiet for me to follow properly,TOO_QUIET,0.55
Please increase the volume for me,TOO_QUIET,0.42
The output is too soft and I am missing things,TOO_QUIET,0.52
I cannot follow what people are saying it is too quiet,TOO_QUIET,0.58
The amplification needs to be increased,TOO_QUIET,0.5
Everything sounds muffled because it is too quiet,TOO_QUIET,0.55
I need more volume to hear properly,TOO_QUIET,0.48
The output is not loud enough for me,TOO_QUIET,0.45
Please turn the volume up,TOO_QUIET,0.42
The sound level is too low and I am struggling,TOO_QUIET,0.55
I need the output raised significantly,TOO_QUIET,0.6
The volume is far too low for comfortable hearing,TOO_QUIET,0.58
I keep missing sounds because the output is too low,TOO_QUIET,0.52
The gain needs to be much higher,TOO_QUIET,0.55
Everything is too quiet and I cannot hear properly,TOO_QUIET,0.6
I cannot hear conversations clearly at this volume,TOO_QUIET,0.55
The output is insufficient for my hearing needs,TOO_QUIET,0.5
Please boost the output significantly,TOO_QUIET,0.62
The volume is very low and I am struggling greatly,TOO_QUIET,0.7
I can barely make out any sounds at this level,TOO_QUIET,0.72
The output is far too low to hear anything clearly,TOO_QUIET,0.75
I am straining very hard to hear and missing a lot,TOO_QUIET,0.72
The amplification is completely inadequate right now,TOO_QUIET,0.75
The volume is so low I cannot participate in conversations,TOO_QUIET,0.78
I can hardly hear anything at this output level,TOO_QUIET,0.78
The sound is far too quiet and I feel cut off,TOO_QUIET,0.72
I am really struggling to hear at this volume level,TOO_QUIET,0.7
The output is not nearly loud enough for me to function,TOO_QUIET,0.78
I cannot follow any conversation at this low volume,TOO_QUIET,0.8
The gain is so low I am completely missing everything,TOO_QUIET,0.82
I can barely detect any sound at all right now,TOO_QUIET,0.8
The output is completely inadequate and very distressing,TOO_QUIET,0.78
Everything is so quiet I feel completely isolated,TOO_QUIET,0.8
The volume is at an impossibly low and useless level,TOO_QUIET,0.9
I cannot hear anything at all at this output level,TOO_QUIET,0.92
The output is so low it is completely non-functional,TOO_QUIET,0.9
I am completely cut off from all sound around me,TOO_QUIET,0.88
The amplification has dropped to a useless level,TOO_QUIET,0.9
I hear absolutely nothing at this output level,TOO_QUIET,0.95
The volume is so low it is completely inaudible,TOO_QUIET,0.92
I cannot detect even the loudest sounds around me,TOO_QUIET,0.9
The output is at an agonizingly low and silent level,TOO_QUIET,0.95
I am hearing absolutely nothing from my hearing aid,TOO_QUIET,0.92
The sound is completely inaudible at this level,TOO_QUIET,0.95
I cannot hear a single thing right now,TOO_QUIET,0.95
The output has essentially gone completely silent,TOO_QUIET,1.0
I am completely deaf to all sounds right now,TOO_QUIET,1.0
There is absolutely no sound coming through at all,TOO_QUIET,1.0
